Fortune500,28/09/2020,29/09/2020,30/09/2020,01/10/2020,02/10/2020,05/10/2020,06/10/2020,07/10/2020,08/10/2020,09/10/2020,12/10/2020,13/10/2020,14/10/2020,15/10/2020,16/10/2020,19/10/2020,20/10/2020,21/10/2020,22/10/2020,23/10/2020,26/10/2020,27/10/2020,28/10/2020,29/10/2020,30/10/2020,02/11/2020,03/11/2020,04/11/2020,05/11/2020,06/11/2020,09/11/2020,10/11/2020,11/11/2020,12/11/2020,13/11/2020,16/11/2020,17/11/2020,18/11/2020,19/11/2020,20/11/2020,23/11/2020,24/11/2020,25/11/2020,27/11/2020,30/11/2020,01/12/2020,02/12/2020,03/12/2020,04/12/2020,07/12/2020,08/12/2020,09/12/2020,10/12/2020,11/12/2020,14/12/2020,15/12/2020,16/12/2020,17/12/2020,18/12/2020,21/12/2020,22/12/2020,23/12/2020,24/12/2020,28/12/2020,29/12/2020,30/12/2020,31/12/2020,04/01/2021,05/01/2021,06/01/2021,07/01/2021,08/01/2021,11/01/2021,12/01/2021,13/01/2021,14/01/2021,15/01/2021,19/01/2021,20/01/2021,21/01/2021,22/01/2021,25/01/2021,26/01/2021,27/01/2021,28/01/2021,29/01/2021,01/02/2021,02/02/2021,03/02/2021,04/02/2021,05/02/2021,08/02/2021,09/02/2021,10/02/2021,11/02/2021,12/02/2021,16/02/2021,17/02/2021,18/02/2021,19/02/2021,22/02/2021
ALLE,-0.766319092,-0.769599041,-0.790917143,-0.824534518,-0.798296493,-0.635949653,-0.631030306,-0.573635484,-0.398989372,-0.374391979,-0.065277602,-0.288299212,-0.334215283,-0.306337859,-0.292399189,-0.379311326,-0.266980534,-0.381771328,-0.540018192,-0.465404669,-0.632670855,-0.762219773,-1,-0.856511836,-0.824534518,-0.577734885,-0.367012629,-0.574454854,-0.362913228,-0.46950407,0.271714774,0.540652373,0.311890812,0.130685955,0.446359653,0.795650726,0.566069794,0.492275724,0.457018951,0.364366862,0.459478953,0.675120556,0.54557172,0.469317647,0.449639683,0.528353101,0.408642959,0.427500977,0.490636325,0.299592116,0.374206214,0.229898022,0.171682679,0.083949937,0.092969261,0.284571833,0.243455296,0.376673124,0.453149884,0.374206214,0.34131282,0.371739304,0.393941988,0.516469106,0.435881021,0.551007409,0.669422626,0.513180276,0.531271059,0.745899468,1,0.965462191,0.994243685,0.95723839,0.721229875,0.661199483,0.507424043,0.532093555,0.489332602,0.559230634,0.441637336,0.31664265,0.248389691,0.321577128,0.184247975,-0.101100879,0.171090436,0.217963207,0.26236915,0.29855195,0.45643929,0.722874289,0.697382201,0.795239807,0.893919251,0.824021219,0.129151403,0.087212946,0.00580179,0.067476597,0.061720281
LNT,-0.26930198,-0.351572362,-0.237196838,-0.10074983,0.051749443,0.095894243,0.312604411,0.250401551,0.47112392,0.382834932,0.378821916,0.250401551,0.2443805,0.344709553,0.41293265,0.378821916,0.463097889,0.563426943,0.727965262,0.770103656,0.802210224,0.8684261,0.539347832,0.626225063,0.567633489,0.852510732,0.802000396,0.579756467,0.486817848,0.424184535,0.840388569,0.907061381,1,0.739368712,0.753511338,0.802000396,0.456511117,0.119103687,-9.99E-05,0.080715718,0.056471189,0.18173639,0.210021844,0.058490836,0.026164254,0.18173639,0.272654342,0.179715724,0.08273618,0.175674799,0.058490836,-0.034447783,-0.123345273,-0.153651393,-0.228406258,-0.018283677,-0.167794018,-0.149610264,-0.286997628,-0.430446583,-0.462773165,-0.592079291,-0.495099747,-0.436507359,-0.402161129,-0.345590017,-0.1900189,-0.400140666,-0.448630336,-0.297100347,-0.678956319,-0.630467464,-0.792099357,-0.897160953,-0.751691536,-0.885037975,-0.606222119,-0.573895537,-0.515303963,-0.549651008,-0.618344282,-0.39812,-0.531467254,-0.705222125,-0.627198829,-0.690350398,-0.629235589,-0.614975623,-0.596640915,-0.525340474,-0.480522594,-0.606826751,-0.65164463,-0.594604156,-0.678128006,-0.763688617,-0.859435674,-0.775911823,-0.69849927,-0.898141645,-1
ALL,-0.557245304,-0.538584545,-0.479211744,-0.638671265,-0.57420901,-0.518228524,-0.605592208,-0.551307581,-0.526710377,-0.587780317,-0.469033435,-0.678536316,-0.721794279,-0.685321628,-0.61152925,-0.709919514,-0.738757985,-0.765899915,-0.687018084,-0.724338408,-0.760810462,-0.911788727,-1,-0.949957322,-0.936386016,-0.75402515,-0.582690778,-0.657331427,-0.795585975,-0.732820261,-0.500416632,-0.453765673,-0.459703396,-0.422383072,-0.261227094,-0.14672148,-0.03560818,0.023764621,0.049210692,0.03309466,0.128940112,0.431743719,0.352861888,0.415103326,0.262484451,0.42789278,0.37588294,0.388672395,0.433861113,0.35286257,0.526796236,0.50462857,0.524238464,0.43982936,0.477344849,0.566869411,0.609500358,0.621437023,0.693057354,0.588184884,0.589890463,0.572837743,0.675152357,0.699025602,0.703288355,0.757003774,0.908769774,0.751035442,0.678562918,0.913885317,0.920706439,0.910474756,0.842265668,0.895980405,0.81924453,0.834591756,0.778319248,0.937758562,1,0.976126755,0.951400721,0.99573665,0.873812142,0.958221843,0.855055037,0.674299567,0.804750179,0.982095088,0.829476213,0.670036217,0.652131304,0.69135169,0.733982637,0.539585605,0.444092711,0.43982936,0.335809765,0.47649206,0.495249762,0.356272449,0.514859656
GOOGL,-0.977112005,-0.955062918,-0.956321289,-0.889514684,-0.986279343,-0.904703621,-1,-0.975674075,-0.902905844,-0.82195949,-0.659766538,-0.652337001,-0.663211789,-0.687088269,-0.650449628,-0.763541284,-0.7002399,-0.59565623,-0.5337328,-0.454883363,-0.600748953,-0.557040253,-0.820910664,-0.682864081,-0.505422585,-0.48082714,-0.416896388,-0.116746815,-0.066866583,-0.075165024,-0.070101921,-0.141102728,-0.112612591,-0.125824195,-0.037627492,-0.032324859,-0.069382957,-0.132354844,-0.07864026,-0.145117006,-0.171539848,-0.062672383,-0.061983405,0.006590627,-0.091132535,0.031575539,0.120281296,0.11090441,0.116656488,0.096494775,0.079418465,-0.020851056,-0.051438113,-0.030018029,-0.0975436,-0.071120758,-0.082774486,-0.132744314,-0.175554491,-0.15056921,-0.193529323,-0.169532895,-0.151767607,-0.032534769,-0.08106667,-0.145506475,-0.096405179,-0.175824011,-0.134122268,-0.185560379,-0.031396348,0.038975092,-0.085470417,-0.141971263,-0.112552615,-0.161473986,-0.171360291,-0.001048824,0.285350101,0.297573221,0.322768049,0.327920745,0.368873171,0.1022165,0.204852824,0.127441313,0.324295572,0.40233645,0.821029882,0.805301904,0.910754839,0.897842744,0.87049066,0.903714403,0.910514941,0.929328686,0.976272724,1,0.961623559,0.910694866,0.807189642
GOOG,-0.967163818,-0.952909413,-0.9521092,-0.891386434,-0.985241299,-0.903447854,-1,-0.979699507,-0.903714471,-0.81691283,-0.657089328,-0.6495915,-0.66026051,-0.686783986,-0.645650131,-0.75944988,-0.696267148,-0.585490262,-0.520233566,-0.444159538,-0.593966287,-0.553039718,-0.812763812,-0.662749777,-0.503400537,-0.488523544,-0.416865513,-0.123712679,-0.081511995,-0.086312904,-0.082608488,-0.149613929,-0.11310336,-0.121608686,-0.041059693,-0.028138733,-0.061419154,-0.13067691,-0.079881907,-0.144279789,-0.166002357,-0.065182898,-0.057625743,0.006860405,-0.089306103,0.021411456,0.109872848,0.106376083,0.109991505,0.084771808,0.082015927,-0.019989017,-0.046068254,-0.026982911,-0.091321101,-0.068472375,-0.082608488,-0.127357768,-0.177411885,-0.152636792,-0.199668049,-0.17335186,-0.154177886,-0.043815939,-0.095292496,-0.152192188,-0.115562962,-0.185620932,-0.148043171,-0.164727877,-0.010742808,0.048409199,-0.07158423,-0.131358464,-0.108094802,-0.150236156,-0.162060988,-4.45E-05,0.284573347,0.297464645,0.326507415,0.321617512,0.374486843,0.118289543,0.214070776,0.132958887,0.327396259,0.404922388,0.827403853,0.804584793,0.910175134,0.895090489,0.867233567,0.90241033,0.903921762,0.928282639,0.981003287,1,0.967074826,0.919480311,0.812022568
MO,-0.379415333,-0.506991836,-0.446446711,-0.385902689,-0.375090429,-0.260487754,-0.238865,-0.037768658,-0.070203673,-0.003172074,-0.055067392,-0.286435192,-0.249676377,-0.217241362,-0.25400106,-0.329681584,-0.433472881,-0.474557704,-0.370765525,-0.351304339,-0.461582992,-0.764308178,-0.861611236,-0.829177325,-1,-0.913507436,-0.716736882,-0.567536079,-0.734034733,-0.742684541,-0.548076438,-0.241026569,-0.204267533,-0.260487754,-0.081015051,0.167651483,0.104944127,-0.115612517,-0.139397503,-0.165346045,-0.109125161,0.063860186,-0.070203673,-0.072366125,-0.189130369,-0.046417584,-0.148046429,-0.061554748,0.143865615,0.213059445,0.329825454,0.491999424,0.485512068,0.496323445,0.474700691,0.319014076,0.517947083,0.496323445,0.664984772,0.483349616,0.399019505,0.468213335,0.40422307,0.351264841,0.185771066,0.187978091,0.245348825,0.210043486,0.192390376,0.338024898,0.417462131,0.375537262,0.322578812,0.229902739,0.265208078,0.269621466,0.289480719,0.29610025,0.488072588,0.45276747,0.428495711,0.457180637,0.516758617,0.426288686,0.609435572,0.263001936,0.194597401,0.371124094,0.466007192,0.582955906,0.569716846,0.680046029,0.766102793,0.808027441,0.755069874,0.774929348,0.77713549,0.819060139,0.825680552,0.863192033,1
AMZN,-0.227734913,-0.360583245,-0.343048927,-0.012728781,-0.451121272,-0.113195883,-0.565159959,-0.129181358,-0.15258973,0.285073366,0.996812246,1,0.636024412,0.52189455,0.22158734,-0.076716267,-0.032084359,-0.178139584,-0.217033087,-0.089513988,-0.077490134,0.283616806,-0.279061442,-0.05940988,-0.855767146,-1,-0.799931952,0.077900418,0.446066675,0.397655493,-0.365774607,-0.860912915,-0.394694558,-0.518159752,-0.433769298,-0.423522227,-0.40257333,-0.540111564,-0.487464125,-0.567710609,-0.572310446,-0.482727523,-0.177546953,-0.130774678,-0.255106022,-0.018102491,-0.09347561,-0.169987292,-0.279972069,-0.300830906,-0.212979177,-0.545849969,-0.558191819,-0.490197123,-0.305521919,-0.268404088,0.07698979,0.054765566,-0.102038185,-0.08140728,-0.079858433,-0.17663632,-0.23392919,0.272822693,0.446066675,0.281430856,0.149721087,-0.17044316,-0.025252978,-0.390185893,-0.281885612,-0.188341066,-0.500261846,-0.470112154,-0.264898332,-0.439872398,-0.545622033,-0.470431262,0.1790958,0.377707284,0.310486456,0.318547576,0.464875209,0.038825679,0.061779294,-0.081316108,0.541158956,0.71021338,0.402938026,0.487054957,0.583376973,0.450347404,0.368644365,0.28475537,0.173402983,0.244358608,0.204463301,0.38522136,0.474439583,0.117704548,-0.197267226
AMCR,-0.355190328,-0.420764623,-0.202185111,-0.245900572,-0.245900572,-0.114753085,-0.245900572,-0.005464433,0.114755293,0.202186215,0.213116184,0.191257349,0.180328484,0.256831645,0.28961824,0.049179894,-0.049179894,-0.169398515,-0.213113976,-0.289616033,-0.661201866,-0.726776161,-1,-0.803278218,-0.879780275,-0.420764623,-0.10382422,-0.158468546,0.300547106,0.311475971,0.879782482,0.6830607,0.759563861,0.34426367,0.606558644,1,0.759563861,0.66120297,0.748634996,0.759563861,0.492440804,0.746318089,0.51451709,0.393097518,0.227525375,0.448288232,0.382059375,0.348944947,0.459326375,0.249601661,0.459326375,0.536593375,0.448288232,0.348944947,0.161296518,0.459326375,0.304792375,0.481402661,0.59178409,0.382059375,0.415173804,0.481402661,0.569707804,0.51451709,0.525555232,0.680089232,0.713203661,0.28271609,0.371021232,0.724241804,0.613860375,0.415173804,0.459326375,0.558669661,0.337906804,0.293754232,-0.081542625,-0.191924053,0.117143947,0.139220232,-0.037390053,-0.169847767,0.095067661,-0.070504482,0.061953232,-0.202962196,-0.25815291,-0.214000339,-0.125695196,0.061953232,0.382059375,0.382059375,0.12818209,0.337906804,0.194410947,0.415173804,0.139220232,0.194410947,0.326868661,0.326868661,0.326868661
AEE,0.080821331,0.174138596,0.183472091,0.304783737,0.297006607,0.438539418,0.528746144,0.433873766,0.595623985,0.645393547,0.721602535,0.505417258,0.536522179,0.505417258,0.69827224,0.58162609,0.65939019,0.682720485,0.797811366,0.853801694,0.958006471,0.978226227,0.539633657,0.534966909,0.500751607,0.825807156,0.998443635,0.863132841,0.710715022,0.614286279,0.799366636,0.709159753,0.69516311,0.534966909,0.656279808,1,0.419874775,0.180360456,0.069935071,0.085486983,0.21768849,0.181915726,0.416765645,0.169472944,-0.018716543,0.094820478,0.091708843,0.001502117,-0.127586816,0.046604932,-0.019932546,0.064610143,-0.007408666,0.012944949,-0.023064377,0.210211172,0.095921723,0.211775992,0.230563691,-0.04811339,-0.131090164,-0.261035482,-0.143615297,-0.099778585,-0.127959429,-0.065335174,0.105315025,-0.196846407,-0.254772915,-0.15614043,-0.492745116,-0.373759015,-0.367496449,-0.492745116,-0.295478892,-0.531885177,-0.469260922,-0.688445423,-0.758897064,-0.884145731,-0.705667207,-0.361233883,-0.34088152,-0.35966922,-0.544409057,-0.73071622,-0.711929773,-0.722888834,-0.727585485,-0.541278479,-0.499007682,-0.751069835,-0.646173531,-0.617992686,-0.755766329,-0.643042795,-0.740109365,-0.639910964,-0.516229466,-0.79177456,-1
AAL,-0.618545878,-0.726027426,-0.717597501,-0.656480542,-0.567966326,-0.54267655,-0.667017949,-0.553213956,-0.534246624,-0.525816699,-0.584826177,-0.73234987,-0.702845131,-0.730242389,-0.681770318,-0.660695505,-0.610115953,-0.620653359,-0.536354106,-0.652265579,-0.820864086,-0.940990523,-1,-0.955742892,-0.930453116,-0.949420448,-0.93677556,-0.987355112,-0.863013713,-0.892518452,-0.525816699,-0.698630169,-0.770284534,-0.833508974,-0.728134907,-0.612223434,-0.631190766,-0.622760841,-0.612223434,-0.667017949,-0.449947371,-0.184404722,-0.159114946,-0.150685021,-0.329820935,-0.300316196,-0.175974797,0.083245407,0.148577329,0.319283107,0.407797323,0.308745911,0.483666862,0.285563405,0.21180198,0.277133691,0.245521681,0.232876372,0.171759624,0.085352889,-0.045310954,0.041095781,-0.00737629,0.076922753,0.034773337,0.095890295,0.015806005,-0.119072801,-0.055848361,-0.036881029,-0.066385768,-0.119072801,-0.146470058,-0.066385768,-0.034773547,0.157007465,0.013698523,0.057955631,0.100105258,0.028450893,0.026343411,-0.055848361,-0.034773547,0.18229682,0.506849156,0.310853392,0.241306508,0.188619474,0.401475089,0.359325463,0.315068565,0.437302272,0.367755599,0.361432944,0.272918728,0.331928205,0.447839679,0.483666862,0.424657173,0.629083074,1
AEP,-0.672241004,-0.630887813,-0.532671764,-0.360796145,-0.071319597,0.154833475,0.333171817,0.356433094,0.455940267,0.512801151,0.598093859,0.436556307,0.450770773,0.476617454,0.732493605,0.701478481,0.623940541,0.587755791,0.820369613,0.779016422,1,0.863015902,0.577416803,0.605847706,0.527017589,0.695016811,0.651078347,0.55544744,0.627816938,0.654955664,0.665379071,0.734432856,0.78133779,0.584597737,0.614565524,0.528572619,0.205452413,-0.133304742,-0.352193646,-0.346982074,-0.22711369,-0.043403356,0.028256872,-0.03037469,-0.034283171,0.007409139,0.093402176,-0.053827683,-0.229720133,-0.171089623,-0.216690415,-0.202358527,-0.348284244,-0.311802585,-0.383462681,-0.112458061,-0.3026824,-0.168483312,-0.242748668,-0.395189178,-0.488998126,-0.578899512,-0.486392734,-0.504633104,-0.517662822,-0.474666238,-0.245355111,-0.470757756,-0.485089644,-0.400400881,-0.685738178,-0.778244035,-0.830360673,-0.952834185,-0.912444044,-0.823845748,-0.610168548,-0.578899512,-0.57368794,-0.545023244,-0.400400881,-0.333953408,-0.434276097,-0.614077029,-0.598443103,-0.552840207,-0.517662822,-0.396492268,-0.504633104,-0.383462681,-0.386067941,-0.543720154,-0.596318317,-0.573963812,-0.713346464,-0.75805337,-0.813280067,-0.773832858,-0.51216223,-0.696251788,-1
AXP,-0.676389101,-0.72337419,-0.613595379,-0.566170715,-0.55387576,-0.453757596,-0.547288596,-0.476152464,-0.339017437,-0.326670843,-0.31476515,-0.385316879,-0.394135945,-0.410891873,-0.389726213,-0.49731777,-0.4677743,-0.543176664,-0.39501775,-0.563019263,-0.743808627,-0.829793621,-0.976629828,-1,-0.992503996,-0.897258679,-0.769824523,-0.764973933,-0.689571968,-0.752186436,0.159696317,0.097081495,-0.115896753,-0.116778912,0.054750175,0.217019647,0.120451977,0.021679132,0.017269798,-0.051518321,0.103254792,0.292862868,0.301241031,0.301681934,0.213492074,0.272579367,0.37840727,0.413242232,0.497904519,0.449399901,0.430880009,0.350186507,0.356800397,0.285808076,0.159255415,0.235980441,0.231571063,0.230689258,0.165869614,0.117365306,0.035348788,0.141176381,0.158814512,0.203350301,0.193649474,0.250531902,0.315792448,0.189240096,0.217019647,0.410596154,0.367674412,0.372984135,0.341124423,0.365904386,0.400418981,0.461483211,0.389356597,0.592904383,0.68981096,0.622994069,0.565912121,0.345107059,0.123859369,0.032705055,0.248643022,0.128726818,0.162798829,0.325194545,0.313689887,0.511042826,0.572107056,0.647773722,0.589806915,0.658393522,0.661933574,0.719900336,0.766804758,0.672995958,0.6698988,0.812382401,1
AIG,-0.960392162,-1,-0.972041547,-0.949907668,-0.891660744,-0.79497052,-0.80312523,-0.735558587,-0.654012892,-0.690125821,-0.630714122,-0.705270233,-0.725074093,-0.688961047,-0.650517748,-0.673816635,-0.608580127,-0.489756259,-0.450148421,-0.407045439,-0.537518808,-0.549168193,-0.657507684,-0.534023781,-0.510725129,-0.398890963,-0.347633505,-0.499075744,-0.28472678,-0.316179907,0.191733933,0.274444519,0.171929602,0.021652607,0.168435163,0.304733225,0.296578397,0.311722574,0.310557682,0.318712628,0.453845446,0.594803191,0.49461841,0.446855744,0.298908415,0.400258439,0.44918588,0.461999921,0.561020045,0.456175581,0.424721866,0.473649306,0.446855744,0.376391728,0.302404146,0.347031623,0.321194613,0.310624976,0.222544661,0.209626098,0.142685059,0.217846927,0.209626098,0.17439409,0.184963727,0.227242278,0.267172138,0.181440632,0.254253575,0.543156888,0.623016373,0.591307459,0.551377717,0.635934936,0.603051736,0.671166944,0.677038848,0.78273546,0.762770823,0.64180684,0.527889986,0.469169776,0.413972662,0.236637277,0.33998508,0.217846927,0.215498001,0.350554718,0.395182195,0.675864679,0.715794421,0.787433194,0.769816896,0.803874735,0.706398953,0.682911339,0.770991653,0.902524687,0.766293919,0.821491033,1
AMT,0.578700605,0.586624183,0.692939745,0.720674196,0.79661376,0.798594588,0.645395285,0.695582222,0.813783152,0.887740758,1,0.737843588,0.479649031,0.552287392,0.758314183,0.552287392,0.829631239,0.693600331,0.299375863,0.428142848,0.388521967,0.32512942,-0.073057834,0.027313982,-0.104755137,0.148818041,0.197682743,0.38522083,0.573417577,0.720674196,0.445311244,0.075520024,0.476347895,0.447292072,0.782746501,0.518609194,0.524551878,0.426821544,0.47502659,0.094008728,-0.153619773,-0.209749394,0.116460152,0.18843786,-0.002401364,0.303337652,-0.154280425,-0.331252457,-0.169467926,-0.460018446,-0.50360105,-0.778964069,-0.780945959,-0.753871098,-0.958577581,-0.923580137,-0.767078701,-0.563031808,-0.641612852,-0.756512579,-0.709627841,-0.913674734,-0.750321677,-0.589623382,-0.628802412,-0.638098957,-0.364514169,-0.687237178,-0.613528785,-1,-0.826685761,-0.514587641,-0.998007949,-0.99867159,-0.89574535,-0.993359212,-0.667980512,-0.867855845,-0.476073248,-0.514587641,-0.400372871,-0.161983078,0.15542742,-0.059056838,-0.108859761,-0.171943264,0.373233133,0.411746531,0.15675583,0.149451334,0.201910945,0.188629368,0.113593695,0.113593695,-0.141397073,-0.18323186,-0.329984873,-0.241667556,-0.112180155,-0.237683521,-0.324007791
AWK,-0.924216708,-1,-0.894794494,-0.565802822,-0.531030601,-0.269801383,-0.216305616,-0.036209698,0.083262495,0.074347162,0.303481899,0.10376803,0.075237439,0.084152771,0.071672203,-0.035316729,-0.15746388,-0.23770421,-0.116450028,-0.074547245,-0.080787529,-0.026401396,-0.170836162,-0.24572783,-0.392838902,-0.054931987,0.194709721,0.044033325,0.293674943,0.554012447,0.710573035,0.816137417,0.893075429,0.628267242,0.619320492,0.998642593,0.438605474,0.161271568,0.202423746,0.297255349,0.0744924,-0.106222619,-0.112484805,-0.058806818,-0.09011784,-0.007813393,0.039602408,-0.170636168,-0.4909125,-0.363874213,-0.450653381,-0.529380115,-0.565165949,-0.546379299,-0.522223523,-0.125009178,-0.359402184,-0.226101621,-0.371030805,-0.472124504,-0.566060355,-0.624210371,-0.469441287,-0.423815734,-0.32719532,-0.336140813,-0.082066842,-0.371030805,-0.294988545,-0.181370383,-0.201947191,0.231945957,0.20152934,0.164849191,0.474391308,0.3231985,0.477074525,0.436816662,0.806297607,0.582640253,0.583536095,0.610375088,0.440394285,0.208687369,0.483336711,0.414451133,0.638108488,0.799141015,0.869816841,0.861764406,1,0.749559754,0.859071585,0.982047525,0.983843158,0.701985071,0.691213873,0.620299814,0.563748221,0.250473728,-0.184880863
AMP,-0.971785427,-1,-0.904325755,-0.873546034,-0.782745291,-0.685018704,-0.758377855,-0.627819596,-0.514446966,-0.488027553,-0.444422536,-0.58062387,-0.571902478,-0.471611522,-0.498030936,-0.521372395,-0.548304589,-0.580110675,-0.488540359,-0.486744785,-0.609351613,-0.691944159,-0.798134957,-0.724776221,-0.731958053,-0.639105358,-0.562155888,-0.537788426,-0.427750128,-0.476006265,-0.136407847,-0.130472377,-0.178728514,-0.2819498,-0.086345088,-0.058217564,-0.103118808,-0.126343553,-0.118601824,-0.217436302,-0.115247319,0.114678347,0.050681207,0.065131947,-0.077055501,0.05222948,0.134548612,0.167321319,0.207835728,0.160353934,0.110549134,0.12938746,0.119323555,0.090679283,0.071325376,0.06564828,0.03906864,0.047068328,-0.033186172,-0.037831354,-0.081700295,0.008102166,0.038036337,0.045261707,0.021779365,0.080615378,0.157515373,-0.002994042,-0.03137994,0.245511601,0.307186149,0.34382972,0.344604038,0.421245685,0.383053841,0.483178607,0.517499586,0.639042839,0.643430036,0.611947229,0.608076365,0.603431572,0.594657955,0.341507518,0.475695252,0.248866107,0.325507727,0.435180454,0.351829408,0.544079226,0.589238428,0.647300512,0.682137824,0.692202144,0.710094024,0.797740083,0.852453963,0.805778538,0.697128649,0.963956259,1
